Name,Rating,League,Team,FaceID,HasImage,Position
"Alhassan Alhassan (1332183)",58,"USL League One","Chattanooga Red Wolves SC",1332183,1,RB
"Kristijan Kahlina (133831)",82,"MLS","Charlotte FC",133831,1,GK
"Kristijan Kahlina (133831)",60,"MLS Next Pro","Crown Legacy FC",133831,1,GK
"Lorenzo Insigne (133964)",76,"MLS","Toronto FC",133964,1,LW
"Terry Cooke (13404)",74,"MLS","Colorado Rapids",13404,0,RW
"Omar Daley (13405)",67,"MLS","Minnesota United FC (NASL)",13405,0,RM
"Omar Daley (13405)",73,"USL Championship","Charleston Battery",13405,0,RM
"Owen Graham-Roache (1341188)",67,"MLS","CF Montréal",1341188,1,CF
"Tyler Blackett (134414)",67,"MLS","FC Cincinnati",134414,0,CB
"Gage Guerra (1346952)",82,"MLS","Portland Timbers 2",1346952,1,CF
"Gage Guerra (1346952)",67,"MLS","Portland Timbers",1346952,1,CF
"Kenneth Hoban (1351417)",62,"USL Championship","El Paso Locomotive FC",1351417,1,CB
"Omar Mora (1351880)",62,"USL Championship","El Paso Locomotive FC",1351880,1,CF
"James Musa (135510)",69,"USL Championship","Indy Eleven",135510,1,CDM
"James Musa (135510)",62,"USL Championship","Colorado Springs Switchbacks FC",135510,1,CDM
"James Musa (135510)",65,"USL Championship","Phoenix Rising FC",135510,1,CDM
"James Musa (135510)",67,"MLS","Minnesota United FC",135510,1,CDM
"James Musa (135510)",67,"MLS","Sporting Kansas City",135510,1,CDM
"Rivendi Melvin Pierre-Louis (1355157)",58,"USL League One","Richmond Kickers",1355157,1,CM
"Tim Cahill (13556)",69,"MLS","New York Red Bulls",13556,0,CAM
"Manu Duah (1355954)",67,"MLS","San Diego FC",1355954,1,CDM
"Max Floriani (1356043)",67,"MLS","San Jose Earthquakes",1356043,1,CB
"Max Floriani (1356043)",58,"MLS Next Pro","The Town FC",1356043,1,CB
"Dean Boltz (1356044)",58,"USL League One","Forward Madison FC",1356044,0,CF
"Dean Boltz (1356044)",78,"MLS","Chicago Fire FC II",1356044,0,CF
"Alex Harris (1356045)",67,"MLS","Colorado Rapids",1356045,1,RW
"Alex Harris (1356045)",79,"MLS","Colorado Rapids 2",1356045,1,RW
"Colin Welsh (1357521)",66,"MLS Next Pro","St. Louis CITY SC 2",1357521,0,GK
"Ricardo Bocanegra (135862)",65,"USL Championship","Charlotte Independence",135862,0,CM
"Michael Sullivan (1358861)",78,"MLS","Toronto FC II",1358861,1,CM
"Michael Sullivan (1358861)",67,"MLS","Toronto FC",1358861,1,CM
"João Paulo (135984)",67,"MLS","Seattle Sounders FC",135984,1,CM
"Darel Russell (13605)",70,"USL Championship","Tampa Bay Rowdies",13605,0,CDM
"Darel Russell (13605)",76,"MLS","Toronto FC",13605,0,CDM
"Darel Russell (13605)",67,"MLS","Toronto FC Reserves",13605,0,CDM
"Donovan Parisian (1360939)",73,"MLS","New England Revolution II",1360939,1,GK
"Donovan Parisian (1360939)",67,"MLS","New England Revolution",1360939,1,GK
"Sam Bassett (1362416)",69,"MLS","Colorado Rapids",1362416,1,CDM
"Sam Bassett (1362416)",79,"MLS","Colorado Rapids 2",1362416,1,CDM
"Charles Ahl (1363133)",68,"USL Championship","Pittsburgh Riverhounds SC",1363133,1,CAM
"Brigham Larsen (1363929)",62,"USL Championship","Pittsburgh Riverhounds SC",1363929,1,CF
"Reid Roberts (1365590)",67,"MLS","San Jose Earthquakes",1365590,1,CB
"Reid Roberts (1365590)",58,"MLS Next Pro","The Town FC",1365590,1,CB
"Josh Jones (1366428)",62,"USL Championship","Louisville City FC",1366428,1,CB
"Alex Elliott (13672)",67,"MLS","Vancouver Whitecaps FC",13672,0,CAM
"Shane McFaul (13704)",58,"USL League One","Northern Colorado Hailstorm FC",13704,0,CM
"Chase Hilgenbrinck (137066)",67,"MLS","New England Revolution",137066,0,LB
"Cedrick (137162)",70,"MLS","Columbus Crew SC",137162,0,LW
"Greyson Mercer (1372074)",60,"USL League One","Chattanooga Red Wolves SC",1372074,1,CF
"Wynand Wessels (1372073)",66,"USL League One","Chattanooga Red Wolves SC",1372073,1,CDM
"Ian Smith (1372673)",67,"MLS","Portland Timbers",1372673,1,LB
"Ian Smith (1372673)",67,"MLS","Portland Timbers 2",1372673,1,LB
"Gino Padula (13731)",67,"MLS","Columbus Crew",13731,0,LB
"Babacar Niang (1377911)",70,"MLS","Minnesota United FC 2",1377911,1,CM
"Babacar Niang (1377911)",67,"MLS","Minnesota United FC",1377911,1,CM
"Kieran Chandler (1377910)",67,"MLS","Minnesota United FC 2",1377910,1,LB
"Kieran Chandler (1377910)",67,"MLS","Minnesota United FC",1377910,1,LB
"Lee Cook (13783)",67,"MLS","San Jose Earthquakes Reserves",13783,0,LW
"Jorge Garcia (1380146)",65,"USL Championship","Pittsburgh Riverhounds SC",1380146,1,CAM
"Deryk Jones Jr (1380568)",67,"MLS","Los Angeles FC 2",1380568,1,LB
"JT Harms (1380567)",60,"MLS Next Pro","North Texas SC",1380567,0,GK
"Malik Henry (1381448)",69,"MLS","Toronto FC",1381448,1,RM
"Malik Henry (1381448)",77,"MLS","Toronto FC II",1381448,1,RM
"Diego Rodríguez (1381759)",62,"USL Championship","Charleston Battery",1381759,1,CM
"Mateo Sarmiento (1382106)",58,"MLS Next Pro","Carolina Core FC",1382106,1,CM
"Adam Luckhurst (1382226)",67,"USL Championship","North Carolina FC",1382226,1,CF
"Ahmad Al-Qaq (1382225)",64,"USL Championship","North Carolina FC",1382225,1,LM
"Stas Korzeniowski (1382108)",78,"MLS","Philadelphia Union II",1382108,1,CF
"Stas Korzeniowski (1382108)",67,"MLS","Philadelphia Union",1382108,1,CF
"Diego Rey (1382551)",74,"MLS","Inter Miami CF II",1382551,1,CF
"Jayson Quintanilla (1382877)",62,"USL Championship","North Carolina FC",1382877,1,CM
"Daniel Namani (1382984)",66,"USL Championship","San Antonio FC",1382984,1,GK
"Ian Russell (138400)",67,"MLS","San Jose Earthquakes",138400,0,CM
"Curt Calov (1384723)",82,"MLS","Minnesota United FC 2",1384723,1,CM
"Curt Calov (1384723)",67,"MLS","Minnesota United FC",1384723,1,CM
"Muba Nour (1385069)",72,"MLS","Minnesota United FC 2",1385069,1,CF
"Muba Nour (1385069)",67,"MLS","Minnesota United FC",1385069,1,CF
"Joseph Nane (138529)",66,"USL Championship","Oakland Roots SC",138529,1,CDM
"Joseph Nane (138529)",70,"MLS","Colorado Rapids",138529,1,CDM
"Joseph Nane (138529)",67,"MLS","Colorado Rapids Reserves",138529,1,CDM
"Joseph Nane (138529)",67,"MLS","Toronto FC",138529,1,CDM
"Yanis Lelin (1387620)",58,"USL League One","Chattanooga Red Wolves SC",1387620,1,LB
"Fernando Aristeguieta (140126)",82,"MLS","Philadelphia Union",140126,0,CF
"David Estrada (140204)",62,"USL Championship","New Mexico United",140204,0,RW
"David Estrada (140204)",82,"MLS","Seattle Sounders FC 2",140204,0,RW
"David Estrada (140204)",77,"USL Championship","Sacramento Republic FC",140204,0,RW
"David Estrada (140204)",71,"MLS","D.C. United",140204,0,RW
"David Estrada (140204)",67,"MLS","Seattle Sounders FC",140204,0,RW
"David Estrada (140204)",67,"MLS","Seattle Sounders FC Reserves",140204,0,RW
"Bernie Ibini-Isei (140205)",69,"MLS","Vancouver Whitecaps FC",140205,0,CF
"Florentin Pogba (140497)",67,"MLS","Atlanta United FC",140497,0,CB
"Florentin Pogba (140497)",67,"MLS","Atlanta United 2",140497,0,CB
"Adam Nowland (14055)",62,"USL Championship","Tampa Bay Rowdies",14055,0,CAM
"Nigel Reo-Coker (14060)",71,"MLS","Vancouver Whitecaps FC",14060,0,CM
"Andrew Wiedeman (141222)",67,"MLS","FC Cincinnati",141222,0,CF
"Andrew Wiedeman (141222)",67,"MLS","Toronto FC",141222,0,CF
"Andrew Wiedeman (141222)",67,"MLS","Toronto FC Reserves",141222,0,CF
"Andrew Wiedeman (141222)",67,"MLS","FC Dallas",141222,0,CF
"Andrew Wiedeman (141222)",70,"MLS","FC Dallas Reserves",141222,0,CF
"Teal Bunbury (141217)",67,"MLS","Nashville SC",141217,1,CF
"Teal Bunbury (141217)",67,"MLS","New England Revolution",141217,1,CF
"Teal Bunbury (141217)",67,"MLS","Sporting Kansas City",141217,1,CF
"Teal Bunbury (141217)",73,"MLS","Sporting Kansas City Reserves",141217,1,CF
"Pierce Holbrook (1415136)",67,"MLS","Philadelphia Union",1415136,1,GK
"Pierce Holbrook (1415136)",77,"MLS","Philadelphia Union II",1415136,1,GK
"Steve Clark (141704)",69,"MLS","Houston Dynamo FC",141704,1,GK
"Steve Clark (141704)",71,"MLS","Portland Timbers",141704,1,GK
"Steve Clark (141704)",69,"MLS","D.C. United",141704,1,GK
"Steve Clark (141704)",82,"MLS","Columbus Crew SC",141704,1,GK
"Steve Clark (141704)",67,"MLS","Columbus Crew",141704,1,GK
"Cristian Tello (141834)",67,"MLS","Los Angeles FC",141834,0,LW
"Leonides Urrutia (1420448)",62,"USL Championship","San Antonio FC",1420448,1,CF
"Joel Johnson (142194)",58,"USL League One","Westchester SC",142194,1,RB
"Joel Johnson (142194)",58,"USL League One","Charlotte Independence",142194,1,RB
"Joel Johnson (142194)",62,"USL Championship","Hartford Athletic",142194,1,RB
"Joel Johnson (142194)",62,"USL Championship","Charlotte Independence",142194,1,RB
"Ryan Suarez (142409)",67,"MLS","Vancouver Whitecaps FC",142409,0,CB
"Evan Whitfield (142412)",67,"MLS","Real Salt Lake City",142412,0,RB
"Troy Dayak (142384)",67,"MLS","San Jose Earthquakes",142384,0,CB
"Luke Vercollone (142536)",62,"USL Championship","Colorado Springs Switchbacks FC",142536,0,RB
"Luke Vercollone (142536)",67,"MLS","Colorado Rapids Reserves",142536,0,RB
"Luke Vercollone (142536)",62,"USL Championship","Charleston Battery",142536,0,RB
"Luke Vercollone (142536)",67,"MLS","New England Revolution",142536,0,RB
"Alex Afonso (14260)",77,"USL Championship","Miami FC",14260,0,CF
"Alan Pulido (143045)",82,"MLS","Sporting Kansas City",143045,1,CF
"Anthony Jin (1431079)",58,"USL League One","Chattanooga Red Wolves SC",1431079,1,CB
"David Texeira (143182)",58,"USL League One","Chattanooga Red Wolves SC",143182,0,CF
"David Texeira (143182)",70,"MLS","FC Dallas",143182,0,CF
"David Texeira (143182)",67,"MLS","FC Dallas Reserves",143182,0,CF
"Júnior Urso (144789)",67,"MLS","Houston Dynamo FC",144789,1,CM
"Júnior Urso (144789)",67,"MLS","Charlotte FC",144789,1,CM
"Júnior Urso (144789)",67,"MLS","Orlando City SC",144789,1,CM
"Steven Beitashour (145114)",67,"MLS","Colorado Rapids",145114,1,RB
"Steven Beitashour (145114)",67,"MLS","Colorado Rapids 2",145114,1,RB
"Steven Beitashour (145114)",67,"MLS","Los Angeles FC",145114,1,RB
"Steven Beitashour (145114)",67,"MLS","Toronto FC",145114,1,RB
"Steven Beitashour (145114)",67,"MLS","Vancouver Whitecaps FC",145114,1,RB
"Steven Beitashour (145114)",67,"MLS","San Jose Earthquakes",145114,1,RB
"Steven Beitashour (145114)",67,"MLS","San Jose Earthquakes Reserves",145114,1,RB
"Justin Morrow (145116)",67,"MLS","Toronto FC",145116,0,LB
"Justin Morrow (145116)",67,"MLS","San Jose Earthquakes",145116,0,LB
"Justin Morrow (145116)",67,"MLS","San Jose Earthquakes Reserves",145116,0,LB
"Justin Morrow (145116)",62,"USL Championship","Tampa Bay Rowdies",145116,0,LB
"Brad Ring (145117)",62,"USL Championship","Indy Eleven",145117,0,CDM
"Brad Ring (145117)",67,"MLS","San Jose Earthquakes",145117,0,CDM
"Brad Ring (145117)",67,"MLS","Portland Timbers",145117,0,CDM
"Brad Ring (145117)",67,"MLS","Portland Timbers Reserves",145117,0,CDM
"Brad Ring (145117)",67,"MLS","San Jose Earthquakes Reserves",145117,0,CDM
"Miguel Montaño (145422)",67,"MLS","Seattle Sounders FC",145422,0,CF
"Tim Ream (145466)",67,"MLS","Charlotte FC",145466,1,CB
"Tim Ream (145466)",67,"MLS","New York Red Bulls",145466,1,CB
"Chris Schuler (145502)",67,"MLS","Orlando City SC",145502,0,CB
"Chris Schuler (145502)",67,"MLS","Real Salt Lake City",145502,0,CB
"Chris Schuler (145502)",58,"MLS Next Pro","Real Monarchs SLC",145502,0,CB
"Chris Schuler (145502)",67,"MLS","Real Salt Lake Reserves",145502,0,CB
"Dema Kovalenko (1457)",70,"MLS","Real Salt Lake City",1457,0,CDM
"Dema Kovalenko (1457)",67,"MLS","New York Red Bulls",1457,0,CDM
"Dema Kovalenko (1457)",67,"MLS","D.C. United",1457,0,CDM
"Andy Nájar (145838)",67,"MLS","Nashville SC",145838,1,RB
"Andy Nájar (145838)",67,"MLS","D.C. United",145838,1,RB
"Andy Nájar (145838)",67,"MLS","Los Angeles FC",145838,1,RB
"Andy Nájar (145838)",67,"MLS","D.C. United Reserves",145838,1,RB
"Michael Thomas (145846)",67,"MLS","Toronto FC",145846,0,CDM
"Michael Thomas (145846)",67,"MLS","Toronto FC Reserves",145846,0,CDM
"Michael Thomas (145846)",67,"MLS","Sporting Kansas City",145846,0,CDM
"Michael Thomas (145846)",70,"MLS","Sporting Kansas City Reserves",145846,0,CDM
"Rafhinha (145872)",67,"MLS","New York Red Bulls Reserves",145872,0,LM
"Rafhinha (145872)",67,"MLS","New York Red Bulls",145872,0,LM
"Wilfried Zaha (145988)",82,"MLS","Charlotte FC",145988,1,LW
"Hany Mukhtar (146155)",82,"MLS","Nashville SC",146155,1,CAM
"Blair Gavin (146544)",67,"MLS","Portland Timbers 2",146544,0,LB
"Blair Gavin (146544)",67,"MLS","Seattle Sounders FC Reserves",146544,0,LB
"Blair Gavin (146544)",67,"MLS","Seattle Sounders FC",146544,0,LB
"Blair Gavin (146544)",67,"MLS","New England Revolution",146544,0,LB
"Blair Gavin (146544)",67,"MLS","New England Revolution Reserves",146544,0,LB
"Zurab Tsiskaridze (146555)",67,"MLS","Vancouver Whitecaps FC",146555,0,CB
"Zurab Tsiskaridze (146555)",62,"USL Championship","Miami FC",146555,0,CB
"Bright Dike (147151)",69,"MLS","Toronto FC",147151,0,CF
"Bright Dike (147151)",67,"MLS","Toronto FC Reserves",147151,0,CF
"Bright Dike (147151)",67,"MLS","Portland Timbers",147151,0,CF
"Bright Dike (147151)",67,"MLS","Portland Timbers Reserves",147151,0,CF
"Omar Jessey (147289)",67,"MLS","San Jose Earthquakes",147289,0,RM
"Collen Warner (147418)",70,"MLS","Colorado Rapids",147418,0,CM
"Collen Warner (147418)",73,"MLS","Colorado Rapids 2",147418,0,CM
"Collen Warner (147418)",67,"MLS","Minnesota United FC",147418,0,CM
"Collen Warner (147418)",67,"MLS","Houston Dynamo",147418,0,CM
"Collen Warner (147418)",62,"USL Championship","Rio Grande Valley FC Toros",147418,0,CM
"Collen Warner (147418)",67,"MLS","Toronto FC",147418,0,CM
"Collen Warner (147418)",67,"MLS","Real Salt Lake City",147418,0,CM
"Alexander Callens (147462)",67,"MLS","New York City FC",147462,0,CB
"Diego Rodríguez (147490)",67,"MLS","Vancouver Whitecaps FC",147490,0,CB
"Matías Laba (147496)",73,"MLS","Vancouver Whitecaps FC",147496,0,CDM
"Matías Laba (147496)",70,"MLS","Toronto FC",147496,0,CDM
"Nicolas Isimat-Mirin (147846)",67,"MLS","Sporting Kansas City",147846,0,CB
"Philip Salyer (1482)",67,"MLS","FC Dallas",1482,0,CB
"André Luiz (14855)",69,"MLS","San Jose Earthquakes",14855,0,CAM
"Gary Brooks (148915)",67,"MLS","Vancouver Whitecaps FC",148915,0,CF
"Evan Bush (148916)",71,"MLS","Columbus Crew",148916,1,GK
"Evan Bush (148916)",69,"MLS","Vancouver Whitecaps FC",148916,1,GK
"Ivica Majstorovic (1491)",67,"MLS","New England Revolution Reserves",1491,0,CB
"Luciano Abecasis (149435)",67,"MLS","San Jose Earthquakes",149435,0,RB
"Ricardinho (14979)",69,"MLS","FC Dallas",14979,0,CF
"Tim Payne (149901)",67,"MLS","Portland Timbers 2",149901,0,RB
"Héber (150601)",67,"MLS","Seattle Sounders FC",150601,1,CF
"Héber (150601)",73,"MLS","New York City FC",150601,1,CF
"Mike Seamon (151299)",62,"USL Championship","Pittsburgh Riverhounds SC",151299,0,CAM
"Mike Seamon (151299)",67,"MLS","Seattle Sounders FC",151299,0,CAM
"Mike Seamon (151299)",78,"MLS","Seattle Sounders FC Reserves",151299,0,CAM
"Éder Borelli (151426)",62,"USL Championship","El Paso Locomotive FC",151426,1,LB
"Robin Jansson (151678)",67,"MLS","Orlando City SC",151678,1,CB
"Dennis Chin (152483)",73,"USL League One","Richmond Kickers",152483,0,CF
"Dennis Chin (152483)",62,"USL Championship","Pittsburgh Riverhounds SC",152483,0,CF
"Dennis Chin (152483)",67,"MLS","D.C. United Reserves",152483,0,CF
"Chris Carrieri (152596)",67,"MLS","Colorado Rapids",152596,0,CM
"Chris Carrieri (152596)",67,"MLS","San Jose Earthquakes",152596,0,CM
"Arnór Ingvi Traustason (153237)",67,"MLS","New England Revolution",153237,0,CM
"Brian Shriver (153812)",70,"USL Championship","Tampa Bay Rowdies",153812,0,CF
"Brian Shriver (153812)",76,"USL Championship","Miami FC",153812,0,CF
"Matt Glaeser (153790)",64,"USL Championship","Miami FC",153790,0,GK
"Matt Glaeser (153790)",62,"USL Championship","Tampa Bay Rowdies",153790,0,GK
"Tyler Ruthven (153871)",67,"MLS","Atlanta United 2",153871,0,CB
"Tyler Ruthven (153871)",62,"USL Championship","Miami FC 2",153871,0,CB
"Tyler Ruthven (153871)",62,"USL Championship","Miami FC",153871,0,CB
"Tyler Ruthven (153871)",67,"MLS","New York Red Bulls",153871,0,CB
"Tyler Ruthven (153871)",67,"MLS","New York Red Bulls Reserves",153871,0,CB
"Mark Bloom (153896)",67,"MLS","Atlanta United FC",153896,0,RB
"Mark Bloom (153896)",67,"MLS","Toronto FC",153896,0,RB
"Mark Bloom (153896)",67,"MLS","Toronto FC II",153896,0,RB
"Matt Pyzdrowski (153971)",71,"MLS","Portland Timbers",153971,0,GK
"Jeff Cunningham (15415)",67,"MLS","Columbus Crew",15415,0,CF
"Jeff Cunningham (15415)",70,"MLS","FC Dallas",15415,0,CF
"Jeff Cunningham (15415)",76,"MLS","Toronto FC",15415,0,CF
"Jeff Cunningham (15415)",76,"MLS","Real Salt Lake City",15415,0,CF
"Jeff Cunningham (15415)",70,"MLS","Colorado Rapids",15415,0,CF
"Joevin Jones (154194)",67,"MLS","Inter Miami CF",154194,0,LB
"Joevin Jones (154194)",67,"MLS","Inter Miami CF II",154194,0,LB
"Joevin Jones (154194)",67,"MLS","Seattle Sounders FC",154194,0,LB
"Romain Métanire (154209)",58,"USL League One","Spokane Velocity FC",154209,1,RB
"Romain Métanire (154209)",67,"MLS","Minnesota United FC",154209,1,RB
"Mista (15460)",70,"MLS","Toronto FC",15460,0,CF
"Jowayne Laidley (154760)",58,"NISA","Chattanooga FC",154760,0,CF
"Othoniel Arce (155041)",64,"USL League One","Central Valley Fuego FC",155041,1,CF
"Andy Williams (15528)",67,"MLS","Real Salt Lake City",15528,0,CAM
"Andy Williams (15528)",71,"MLS","New England Revolution",15528,0,CAM
"Andy Williams (15528)",71,"MLS","Columbus Crew",15528,0,CAM
"Donovan Ricketts (15544)",71,"MLS","Orlando City SC",15544,0,GK
"Donovan Ricketts (15544)",82,"MLS","Portland Timbers",15544,0,GK
"Cordell Cato (155835)",68,"USL Championship","Oklahoma City Energy FC",155835,0,LM
"Cordell Cato (155835)",67,"MLS","San Jose Earthquakes",155835,0,LM
"Cordell Cato (155835)",67,"MLS","San Jose Earthquakes Reserves",155835,0,LM
"Cordell Cato (155835)",67,"MLS","Seattle Sounders FC",155835,0,LM
"Cordell Cato (155835)",73,"MLS","Seattle Sounders FC Reserves",155835,0,LM
"Porfirio López (156056)",67,"MLS","Philadelphia Union",156056,0,CB
"Porfirio López (156056)",67,"MLS","Philadelphia Union Reserves",156056,0,CB
"Valeri Qazaishvili (156115)",78,"MLS","San Jose Earthquakes",156115,0,LW
"Zac MacMath (156300)",69,"MLS","Real Salt Lake City",156300,1,GK
"Zac MacMath (156300)",60,"MLS Next Pro","Real Monarchs SLC",156300,1,GK
"Zac MacMath (156300)",67,"MLS","Vancouver Whitecaps FC",156300,1,GK
"Zac MacMath (156300)",67,"MLS","Colorado Rapids",156300,1,GK
"Zac MacMath (156300)",77,"MLS","Philadelphia Union",156300,1,GK
"Erik Thommy (156779)",82,"MLS","Sporting Kansas City",156779,1,CAM
"Jamie Paterson (156886)",67,"MLS","Charlotte FC",156886,1,CAM
"Jamie Paterson (156886)",58,"MLS Next Pro","Crown Legacy FC",156886,1,CAM
"Logan Emory (157009)",67,"MLS","Toronto FC",157009,0,CB
"Logan Emory (157009)",67,"MLS","Toronto FC Reserves",157009,0,CB
"Rufat Dadashov (157478)",77,"USL Championship","Phoenix Rising FC",157478,0,CF
"Doneil Henry (157907)",67,"MLS","Minnesota United FC 2",157907,1,CB
"Doneil Henry (157907)",67,"MLS","Minnesota United FC",157907,1,CB
"Doneil Henry (157907)",67,"MLS","Toronto FC",157907,1,CB
"Doneil Henry (157907)",67,"MLS","Los Angeles FC",157907,1,CB
"Doneil Henry (157907)",67,"MLS","Vancouver Whitecaps FC",157907,1,CB
"Doneil Henry (157907)",67,"MLS","Toronto FC Reserves",157907,1,CB
"Brandon Tyler (157878)",67,"MLS","New England Revolution",157878,0,CDM
"Andoni Iraola (15804)",67,"MLS","New York City FC",15804,0,RB
"Ager Aketxe (158057)",69,"MLS","Toronto FC",158057,0,RW
"Nick Marsman (158104)",64,"USL Championship","San Antonio FC",158104,1,GK
"Nick Marsman (158104)",67,"MLS","Inter Miami CF",158104,1,GK
"Nick Marsman (158104)",67,"MLS","Inter Miami CF II",158104,1,GK
"Víctor Ulloa (158123)",67,"MLS","Inter Miami CF",158123,1,CDM
"Víctor Ulloa (158123)",72,"MLS","FC Cincinnati",158123,1,CDM
"Víctor Ulloa (158123)",67,"MLS","FC Dallas",158123,1,CDM
"Víctor Ulloa (158123)",67,"MLS","FC Dallas Reserves",158123,1,CDM
"Ismael Tajouri-Shradi (158120)",74,"MLS","Minnesota United FC",158120,1,RW
"Ismael Tajouri-Shradi (158120)",73,"MLS","Los Angeles FC",158120,1,RW
"Ismael Tajouri-Shradi (158120)",69,"MLS","New York City FC",158120,1,RW
"Conor Doyle (158233)",58,"USL League One","South Georgia Tormenta FC",158233,1,CM
"Conor Doyle (158233)",73,"USL League One","Union Omaha",158233,1,CM
"Conor Doyle (158233)",60,"USL League One","Chattanooga Red Wolves SC",158233,1,CM
"Conor Doyle (158233)",67,"MLS","Colorado Rapids",158233,1,CM
"Conor Doyle (158233)",62,"USL Championship","Colorado Springs Switchbacks FC",158233,1,CM
"Conor Doyle (158233)",73,"MLS","D.C. United",158233,1,CM
"Chad Burt (158297)",67,"USL Championship","Tampa Bay Rowdies",158297,0,CM
"Phillip Lamarre (158304)",62,"USL Championship","Tampa Bay Rowdies",158304,0,GK
"Phillip Lamarre (158304)",62,"USL Championship","Miami FC",158304,0,GK
"Yendry Díaz (158298)",62,"USL Championship","Tampa Bay Rowdies",158298,0,CB
"Drew Yates (158309)",58,"NISA","Stumptown Athletic",158309,0,ST
"Drew Yates (158309)",62,"USL Championship","Tampa Bay Rowdies",158309,0,ST
"Mozzi Gyorio (158311)",62,"USL Championship","Tampa Bay Rowdies",158311,0,CM
"Joseph Donoho (158299)",62,"USL Championship","Tampa Bay Rowdies",158299,0,CB
"Pascal Millien (158306)",62,"USL Championship","Tampa Bay Rowdies",158306,0,RM
"Aaron Wheeler (158313)",62,"USL Championship","Colorado Springs Switchbacks FC",158313,1,CF
"Aaron Wheeler (158313)",67,"MLS","Philadelphia Union",158313,1,CF
"Aaron Wheeler (158313)",76,"USL Championship","Tampa Bay Rowdies",158313,1,CF
"Long Tan (158315)",65,"USL Championship","Tampa Bay Rowdies",158315,0,CF
"Long Tan (158315)",67,"MLS","Seattle Sounders FC Reserves",158315,0,CF
"Long Tan (158315)",70,"MLS","D.C. United",158315,0,CF
"Long Tan (158315)",70,"MLS","D.C. United Reserves",158315,0,CF
"Long Tan (158315)",67,"MLS","Vancouver Whitecaps FC",158315,0,CF
"Adam West (158324)",62,"USL Championship","Louisville City FC",158324,0,CB
"Kléber (15880)",67,"USL Championship","Austin Bold FC",15880,0,CF
"Cammy Smith (158938)",67,"USL Championship","Indy Eleven",158938,0,ST
"Amro Tarek (158997)",67,"MLS","Austin FC",158997,1,CB
"Amro Tarek (158997)",67,"MLS","New York Red Bulls",158997,1,CB
"Amro Tarek (158997)",67,"MLS","New York Red Bulls II",158997,1,CB
"Amro Tarek (158997)",67,"MLS","Orlando City SC",158997,1,CB
"Amro Tarek (158997)",67,"MLS","Columbus Crew SC",158997,1,CB
"Conor Shanosky (159058)",58,"USL League One","Richmond Kickers",159058,0,CB
"Conor Shanosky (159058)",62,"USL Championship","Louisville City FC",159058,0,CB
"Conor Shanosky (159058)",67,"MLS","D.C. United",159058,0,CB
"Brecht Dejaegere (159098)",67,"MLS","Charlotte FC",159098,1,CM
"Jay DeMerit (15926)",67,"MLS","Vancouver Whitecaps FC",15926,0,CB
"Júlio Baptista (15952)",82,"MLS","Orlando City SC",15952,0,CAM
"Justin Thompson (16050)",67,"MLS","Vancouver Whitecaps FC",16050,0,CB
"Justin Thompson (16050)",67,"MLS","Portland Timbers",16050,0,CB
"Alex Horwath (160605)",58,"MLS Next Pro","Real Monarchs SLC",160605,0,GK
"Alex Horwath (160605)",67,"MLS","Real Salt Lake City",160605,0,GK
"Alex Horwath (160605)",69,"MLS","New York Red Bulls",160605,0,GK
"Alex Horwath (160605)",67,"MLS","Seattle Sounders FC",160605,0,GK
"Alex Horwath (160605)",67,"MLS","San Jose Earthquakes",160605,0,GK
"Joe Gyau (160670)",65,"USL Championship","Las Vegas Lights FC",160670,1,LW
"Joe Gyau (160670)",67,"MLS","FC Cincinnati",160670,1,LW
"Bradley Orr (16091)",67,"MLS","Toronto FC",16091,0,RB
"Devin Barclay (16111)",67,"MLS","Columbus Crew",16111,0,CF
"Devin Barclay (16111)",67,"MLS","D.C. United",16111,0,CF
"Devin Barclay (16111)",67,"MLS","San Jose Earthquakes",16111,0,CF
"Koke (16132)",70,"MLS","Houston Dynamo",16132,0,CF
"Andreas Dober (16158)",67,"MLS","Portland Timbers Reserves",16158,0,CB
"Aníbal Godoy (161671)",74,"MLS","San Diego FC",161671,1,CDM
"Aníbal Godoy (161671)",76,"MLS","Nashville SC",161671,1,CDM
"Aníbal Godoy (161671)",69,"MLS","San Jose Earthquakes",161671,1,CDM
"Jermaine Johnson (16169)",68,"USL Championship","Indy Eleven",16169,0,RW
"Josef Martínez (162569)",82,"MLS","San Jose Earthquakes",162569,1,CF
"Josef Martínez (162569)",73,"MLS","CF Montréal",162569,1,CF
"Josef Martínez (162569)",82,"MLS","Inter Miami CF",162569,1,CF
"Josef Martínez (162569)",82,"MLS","Atlanta United FC",162569,1,CF
"Joe Corona (162940)",64,"USL Championship","San Diego Loyal SC (- 2023)",162940,1,CM
"Joe Corona (162940)",69,"MLS","Houston Dynamo FC",162940,1,CM
"Nicholas Lindsay (163342)",67,"MLS","Toronto FC",163342,0,CAM
"Nicholas Lindsay (163342)",67,"MLS","Toronto FC Reserves",163342,0,CAM
"Josh Williams (163492)",67,"MLS","Columbus Crew",163492,1,CB
"Josh Williams (163492)",67,"MLS","Columbus Crew 2",163492,1,CB
"Josh Williams (163492)",67,"MLS","Columbus Crew SC",163492,1,CB
"Josh Williams (163492)",67,"MLS","Toronto FC",163492,1,CB
"Josh Williams (163492)",67,"MLS","New York City FC",163492,1,CB
"Josh Williams (163492)",67,"MLS","Columbus Crew Reserves",163492,1,CB
